Variable,theme,OR,2.5 %,97.5 %,p,id,inv_OR,inv_2.5 %,inv_97.5 %,is_OR_>1,max_OR-inv_OR
1564_Farmers_amg_WF,Emploi,0.12654094727635934,0.09302682050517316,0.17013323643564196,3.853818205925788e-56,39,7.902580323000492,5.877746294318454,10.749588071156216,FALSE,7.902580323000492
15+_HSG+5+_amg_WF,Formation,7.874509799600716,5.85698606058915,10.705451153874643,8.27096025803469e-56,14,0.12699203194219225,0.0934103556801591,0.17073627795170315,TRUE,7.874509799600716
1564_Farmers_amg_EmpWF,Emploi,0.12934022488026825,0.09526740954844062,0.173620099455296,3.0155891334393013e-55,45,7.731546786204459,5.759701803750445,10.496769091758814,FALSE,7.731546786204459
15+_Farmers_amg_POP,Population,0.12934022488026825,0.09526740954844062,0.173620099455296,3.0155891334393013e-55,12,7.731546786204459,5.759701803750445,10.496769091758814,FALSE,7.731546786204459
Flats,Logement,7.704105384205097,5.739370780401328,10.459361591406186,6.4383733646875365e-55,5,0.12980092432927942,0.09560812973725266,0.17423512755349022,TRUE,7.704105384205097
5564_men_Workforce_rate,Emploi,7.704105384205097,5.739370780401328,10.459361591406186,6.4383733646875365e-55,8,0.12980092432927942,0.09560812973725266,0.17423512755349022,TRUE,7.704105384205097
Pop_NoChildFamily_HH,Famille,0.1309775066101827,0.09586921649048129,0.17681816026070768,1.5221782169630662e-52,22,7.634898738576659,5.655527681803501,10.430876944731143,FALSE,7.634898738576659
15+_MenOnWomen_VocationalGraduate,Formation,0.13217196569552642,0.09751879088126683,0.17714106973619914,2.3092517534642411e-54,25,7.5659009438023865,5.645218251697438,10.254433950248023,FALSE,7.5659009438023865
15+_women_Retired_amg_wPOP,Population,0.13503653383361347,0.09978974989200079,0.1807530883970835,1.7309432025714934e-53,54,7.4054033498235325,5.532408927935835,10.021069309044943,FALSE,7.4054033498235325
1ry_res_FreeAcc,Logement,7.379160341824341,5.513424161865051,9.981898972935562,3.6572931633419157e-53,24,0.13551677341012638,0.10018133851197568,0.18137548837920817,TRUE,7.379160341824341
Pop_per_1ry_res_Social,Logement,7.288468856485745,5.435025514635651,9.881624431802882,7.565823121670118e-52,34,0.1372030284673764,0.10119793632124026,0.18399177654404025,TRUE,7.288468856485745
HH_Moving_Time_2to4y,Logement,7.224156478056804,5.404911447547625,9.75656906840305,2.66998466296193e-52,16,0.1384244656158093,0.10249504646449241,0.18501690725270453,TRUE,7.224156478056804
Immigrant_amg_Women,Immigration,7.175360991443566,5.364450162104369,9.69628969318732,1.539629460229308e-51,9,0.13936581047176225,0.10313223218800971,0.18641239451979913,TRUE,7.175360991443566
80+_amg_Single,Famille,0.14683053188683062,0.1092002485659359,0.19549957269979432,4.430380047143114e-50,47,6.810572618307671,5.11510069403365,9.157488312823691,FALSE,6.810572618307671
noTransport_toWk,Activite,0.14683053188683062,0.1092002485659359,0.19549957269979432,4.430380047143114e-50,6,6.810572618307671,5.11510069403365,9.157488312823691,FALSE,6.810572618307671
15+_women_Farmers_amg_wPOP,Population,0.14683053188683062,0.1092002485659359,0.19549957269979432,4.430380047143114e-50,48,6.810572618307671,5.11510069403365,9.157488312823691,FALSE,6.810572618307671
15+_Retired_amg_POP,Population,0.1498648694654345,0.11161519396407515,0.19930682738420188,2.993179468703332e-49,18,6.672677883529231,5.017389585316661,8.959353690877098,FALSE,6.672677883529231
Pensions_Annuities,Revenus,0.15133526908072387,0.11207750577366113,0.20227560639882744,5.513971630302673e-47,19,6.607844992607699,4.943749855967788,8.922396988557947,FALSE,6.607844992607699
1564_BlueCollar_amg_EmpWF,Emploi,0.15293432285437375,0.11407636899872127,0.20311892452065905,1.981739758178449e-48,49,6.5387545538238285,4.923224176968754,8.76605741204131,FALSE,6.5387545538238285
15+_MenOnWomen_NoDiploma,Formation,6.515686986276175,4.905910905559668,8.73477612738602,4.057846648571626e-48,24,0.15347575813667452,0.11448490326669211,0.2038357441156832,TRUE,6.515686986276175
Retired_HH,Famille,0.15582382825477495,0.11556161414451735,0.2079824100252243,8.600358642580017e-46,15,6.41750373611012,4.808098915089594,8.653392455642187,FALSE,6.41750373611012
Immigrant,Immigration,6.339878322118064,4.776331201094784,8.493806620460225,1.4367873591302986e-46,3,0.15773173382701675,0.11773284284470989,0.20936571562934952,TRUE,6.339878322118064
Pop_Retired_HH,Famille,0.16241034475417263,0.12079703428776953,0.21623718415867985,3.3942337526760837e-44,31,6.157243256355493,4.624551526097274,8.278348933780473,FALSE,6.157243256355493
Immigrant_amg_Men,Immigration,6.092216521564996,4.59990733261778,8.140804766596979,5.545211031399005e-45,6,0.16414387053714163,0.12283797839043624,0.21739568380193994,TRUE,6.092216521564996
Res_Abroad_2017,Immigration,6.073175242687836,4.344130841179412,8.610078788292096,1.084738561250741e-32,10,0.16465851223443784,0.11614295578337687,0.2301956447813861,TRUE,6.073175242687836
1564_HihgQualWorkers_amg_WF,Emploi,6.018445936440422,4.552836007265882,8.027400801194672,6.25959562372585e-45,41,0.1661558499587428,0.12457332388974222,0.21964331647441232,TRUE,6.018445936440422
Activity_Income,Revenus,5.996459038645583,4.509047617246271,8.049797105958321,2.7066643786398816e-43,15,0.1667650847867493,0.12422673352348437,0.2217763228259523,TRUE,5.996459038645583
6074_Poverty,Revenus,5.991863193054636,4.226058080984739,8.632808042716427,6.3051808615951724e-30,12,0.16689299601485105,0.11583716388130609,0.23662713120284046,TRUE,5.991863193054636
15+_men_Retired_amg_mPOP,Population,0.168822499527787,0.12675593186681755,0.2229557745360206,1.873079939923766e-44,36,5.923381082480698,4.485194438587822,7.88917713966002,FALSE,5.923381082480698
Salary_Income,Revenus,5.800210304450575,4.371412002753227,7.7654549602740115,4.15458476109578e-42,16,0.17240754171149403,0.1287754555419782,0.22875903698168334,TRUE,5.800210304450575
1564_BlueCollar_amg_WF,Emploi,0.17542860588433282,0.13201487062313233,0.2312126332979145,6.365615687749569e-43,43,5.700324613303605,4.325023186391,7.574904215561719,FALSE,5.700324613303605
SingleParent_HH,Famille,5.680309414523599,4.309916803459264,7.5491286547008905,1.2563033410069298e-42,8,0.17604674798932038,0.13246561897938958,0.23202304025854306,TRUE,5.680309414523599
Single_Parent_Family_amg_HH,Famille,5.680309414523599,4.309916803459264,7.5491286547008905,1.2563033410069298e-42,49,0.17604674798932038,0.13246561897938958,0.23202304025854306,TRUE,5.680309414523599
PublicTrans_toWk,Activite,5.680309414523599,4.309916803459264,7.5491286547008905,1.2563033410069298e-42,11,0.17604674798932038,0.13246561897938958,0.23202304025854306,TRUE,5.680309414523599
15+_women_OtherNoActivity_amg_wPOP,Population,5.680309414523599,4.309916803459264,7.5491286547008905,1.2563033410069298e-42,55,0.17604674798932038,0.13246561897938958,0.23202304025854306,TRUE,5.680309414523599
15+_women_BlueCollar_amg_wPOP,Population,0.17879341255862674,0.13470860116471023,0.23542520232622655,3.606787379594137e-42,53,5.593047225227595,4.247633601326629,7.423430956552544,FALSE,5.593047225227595
1564_IntermediateProf_amg_WF,Emploi,5.573421984296129,4.232697976297316,7.397059812511308,7.080773222789213e-42,42,0.17942298336957715,0.13518884872454467,0.23625593075619847,TRUE,5.573421984296129
2064_women_amg_wPOP,Population,5.573421984296129,4.232697976297316,7.397059812511308,7.080773222789213e-42,46,0.17942298336957715,0.13518884872454467,0.23625593075619847,TRUE,5.573421984296129
15+_men_amg_empWF,Emploi,0.18219712908915636,0.13742916952901155,0.2396498412719461,2.0055901070867142e-41,51,5.488560686983492,4.172754693650039,7.276475608687267,FALSE,5.488560686983492
15+_women_amg_empWF,Emploi,5.469314977643248,4.1581453878917385,7.250768492637949,3.9165712796906305e-41,52,0.18283825380100974,0.1379164154827654,0.24049183150544423,TRUE,5.469314977643248
15+_OtherNoActivity_amg_POP,Population,5.469314977643248,4.1581453878917385,7.250768492637949,3.9165712796906305e-41,19,0.18283825380100974,0.1379164154827654,0.24049183150544423,TRUE,5.469314977643248
1ry_res_Owner,Logement,0.18564020779597276,0.14016776880694637,0.24396943409251348,1.0946252021769057e-40,21,5.38676406298277,4.0988741221607246,7.134307754996828,FALSE,5.38676406298277
1824_School,Formation,5.269044759960307,4.013773223245504,6.970559806459589,1.1332170352613326e-39,5,0.18978772159975602,0.14346050070086253,0.2491421274646424,TRUE,5.269044759960307
15+_ManagersHigherIntellectProf_amg_POP,Population,5.269044759960307,4.013773223245504,6.970559806459589,1.1332170352613326e-39,14,0.18978772159975602,0.14346050070086253,0.2491421274646424,TRUE,5.269044759960307
latitude,Geographie,0.18999634700672624,0.10411275393552533,0.32864364750885944,6.043803556404687e-12,1,5.263259087631817,3.0428094611901555,9.604971170191861,FALSE,5.263259087631817
HighQualidied_HH,Famille,5.153587365563448,3.908738085733946,6.8483492702424895,1.9243454836434235e-37,11,0.1940395939888503,0.14602058985881594,0.2558370446077687,TRUE,5.153587365563448
Pop_SingleParent_HH,Famille,5.153587365563448,3.908738085733946,6.8483492702424895,1.9243454836434235e-37,24,0.1940395939888503,0.14602058985881594,0.2558370446077687,TRUE,5.153587365563448
15+_women_ManagersHigherIntellectProf_amh_wPOP,Population,5.07874959590048,3.8752987678430646,6.704767195579026,3.0463407322061465e-38,50,0.19689885888589403,0.14914760957835757,0.25804462053298294,TRUE,5.07874959590048
1524_Workforce_rate,Emploi,0.19981541377110512,0.15149591684622152,0.2616289656125333,8.082115384667213e-38,2,5.004618918666263,3.8222067562694026,6.600837968557706,FALSE,5.004618918666263
15+_men_ManagersHigherIntellectProf_amg_mPOP,Population,4.987127209270616,3.8089545830424476,6.576632999227445,1.5369913484191707e-37,32,0.20051624072092866,0.15205349000278254,0.2625392291239236,TRUE,4.987127209270616
15+_BlueCollar_amg_POP,Population,0.2071514238784284,0.1573935116745601,0.27076417098279204,1.970247834449787e-36,17,4.827386562338443,3.6932508328938147,6.353502055838764,FALSE,4.827386562338443
1564_HihgQualWorkers_amg_EmpWF,Emploi,4.810535522088662,3.680439781208398,6.332429008356859,3.707173085843874e-36,47,0.20787706387537808,0.1579172855598235,0.2717066599230351,TRUE,4.810535522088662
15+_HSG+4_amg_WF,Formation,4.810535522088662,3.680439781208398,6.332429008356859,3.707173085843874e-36,13,0.20787706387537808,0.1579172855598235,0.2717066599230351,TRUE,4.810535522088662
15+_HighEducation_amg_WF,Formation,4.810535522088662,3.680439781208398,6.332429008356859,3.707173085843874e-36,15,0.20787706387537808,0.1579172855598235,0.2717066599230351,TRUE,4.810535522088662
15+_men_WhiteCollar_amg_mPOP,Population,4.810535522088662,3.680439781208398,6.332429008356859,3.707173085843874e-36,34,0.20787706387537808,0.1579172855598235,0.2717066599230351,TRUE,4.810535522088662
7589_women_amg_wPOP,Population,0.21088324619990714,0.16038253713022593,0.27539682651393715,9.471474469591025e-36,43,4.741960388128928,3.631123904579171,6.235092784372336,FALSE,4.741960388128928
5564_Workforce_rate,Emploi,4.725417804807489,3.6186166108891786,6.213286933723753,1.772652336483421e-35,4,0.211621499157732,0.16094540790838371,0.27634870104525294,TRUE,4.725417804807489
15+_Single_amg_POP,Famille,4.725417804807489,3.6186166108891786,6.213286933723753,1.772652336483421e-35,37,0.211621499157732,0.16094540790838371,0.27634870104525294,TRUE,4.725417804807489
15+_men_HighEducation_amg_mWF,Formation,4.725417804807489,3.6186166108891786,6.213286933723753,1.772652336483421e-35,19,0.211621499157732,0.16094540790838371,0.27634870104525294,TRUE,4.725417804807489
1524_men_Workforce_rate,Emploi,0.21465828549254698,0.16340532167297098,0.28014685952158314,4.473488985905196e-35,6,4.658566976371012,3.5695563452245582,6.119751730003852,FALSE,4.658566976371012
15+_women_HighEducation_amg_wWF,Formation,4.642325285849478,3.55783932509382,6.0983056993598295,8.327865723786487e-35,23,0.21540929134116343,0.16397997235608822,0.2810694662198187,TRUE,4.642325285849478
Tax,Revenus,0.21637574727928524,0.16414122634042028,0.2833009912425251,7.183253401095803e-34,25,4.621590046823769,3.529814687954732,6.092314662777361,FALSE,4.621590046823769
65+_women_amg_wPOP,Population,0.218477054842782,0.1664644720464267,0.28486257784719066,2.076133907179056e-34,47,4.57713969423292,3.510464616157591,6.00728784771024,FALSE,4.57713969423292
Intermediate_HH,Famille,4.523345869842662,3.4530047918167734,5.966980082464776,1.1841490215675255e-32,12,0.2210752900119892,0.1675889622857482,0.28960284166702743,TRUE,4.523345869842662
Vacant_Home,Logement,0.22234007467956118,0.16955209007258817,0.28966861633450025,9.468727183865194e-34,3,4.497614752721525,3.4522207226109414,5.89789249765003,FALSE,4.497614752721525
80+_amg_15+POP,Famille,0.22234007467956118,0.16955209007258817,0.28966861633450025,9.468727183865194e-34,36,4.497614752721525,3.4522207226109414,5.89789249765003,FALSE,4.497614752721525
80+_amg_HH,Famille,0.22624787290143378,0.17268359178675569,0.29455698615496495,4.244250987856439e-33,43,4.419931056923819,3.394928815145824,5.7909381525656745,FALSE,4.419931056923819
15+_men_OtherNoActivity_amg_POP,Population,4.4045491201672675,3.3830926493706195,5.770675788483405,7.775289868351935e-33,37,0.22703799474531094,0.1732899294040587,0.2955875300033645,TRUE,4.4045491201672675
6074_men_amg_mPOP,Population,0.23020098500625322,0.17585688478486156,0.2994824246948165,1.869944140488482e-32,24,4.344030065609128,3.3390941088414,5.6864421385797455,FALSE,4.344030065609128
90+_women_amg_wPOP,Population,0.23020098500625322,0.17585688478486156,0.2994824246948165,1.869944140488482e-32,44,4.344030065609128,3.3390941088414,5.6864421385797455,FALSE,4.344030065609128
1ry_res,Logement,4.3289211736541455,3.3272727136111735,5.666579589649906,3.407334916811213e-32,1,0.23100443733787746,0.17647330001797118,0.3005464493214548,TRUE,4.3289211736541455
1564_Student_amg_WF,Emploi,4.3289211736541455,3.3272727136111735,5.666579589649906,3.407334916811213e-32,30,0.23100443733787746,0.17647330001797118,0.3005464493214548,TRUE,4.3289211736541455
2554_amg_HH,Famille,4.3289211736541455,3.3272727136111735,5.666579589649906,3.407334916811213e-32,41,0.23100443733787746,0.17647330001797118,0.3005464493214548,TRUE,4.3289211736541455
2554_amg_Single,Famille,4.3289211736541455,3.3272727136111735,5.666579589649906,3.407334916811213e-32,45,0.23100443733787746,0.17647330001797118,0.3005464493214548,TRUE,4.3289211736541455
OtherNoFamily_HH,Famille,4.285141660168246,3.2788640073469977,5.636738240857451,1.0166655604207352e-30,4,0.23336451377916348,0.17740756396165058,0.30498367659021103,TRUE,4.285141660168246
2554_amg_15+POP,Famille,4.255013402737732,3.2730579122217636,5.564715016159683,1.4678183665733382e-31,34,0.23501688604707727,0.1797037219509076,0.3055246887829114,TRUE,4.255013402737732
1524_amg_HH,Famille,4.255013402737732,3.2730579122217636,5.564715016159683,1.4678183665733382e-31,40,0.23501688604707727,0.1797037219509076,0.3055246887829114,TRUE,4.255013402737732
1529_men_amg_mPOP,Population,4.255013402737732,3.2730579122217636,5.564715016159683,1.4678183665733382e-31,21,0.23501688604707727,0.1797037219509076,0.3055246887829114,TRUE,4.255013402737732
Pop_HighQualidied_HH,Famille,4.209483039630931,3.2236358001538576,5.5313593461632085,4.328253764577881e-30,27,0.237558861880502,0.1807873865026765,0.31020874006681276,TRUE,4.209483039630931
3044_women_amg_wPOP,Population,4.18246548080821,3.219792270427553,5.46651029476292,6.216299682223169e-31,40,0.23909342577688467,0.18293206196977801,0.31057904237629935,TRUE,4.18246548080821
6074_amg_POP,Population,0.24235232370483886,0.18558019989272162,0.314580915288753,1.4436239060660234e-30,5,4.126224105108648,3.1788323811128296,5.388505888979914,FALSE,4.126224105108648
7589_amg_POP,Population,0.24235232370483886,0.18558019989272162,0.314580915288753,1.4436239060660234e-30,6,4.126224105108648,3.1788323811128296,5.388505888979914,FALSE,4.126224105108648
6074_women_amg_wPOP,Population,0.24648822881256094,0.18891368015275142,0.31976705273444594,5.94269291193508e-30,42,4.056988866435639,3.1272765328655074,5.293422896591831,FALSE,4.056988866435639
65+_amg_POP,Population,0.25067288456726244,0.19227445023746742,0.32496023994824763,2.405694632248365e-29,11,3.9892627466520914,3.0772995495056796,5.200899020982538,FALSE,3.9892627466520914
Motorbike_toWk,Activite,3.9754430745782465,3.066499146554221,5.183581806279282,4.2671523649362883e-29,9,0.2515442885837548,0.19291679718233076,0.32610477036123914,TRUE,3.9754430745782465
65+_men_amg_mPOP,Population,0.2549069259472904,0.19567335192913501,0.3302531221010672,9.577781778781034e-29,29,3.9230005080630086,3.0279804582558056,5.11055792800115,FALSE,3.9230005080630086
1524_amg_15+POP,Famille,3.9094136255940746,3.0175458686416237,5.093175667641213,1.6897260950780884e-28,33,0.25579283641240186,0.1963411563346149,0.3313951282040194,TRUE,3.9094136255940746
1529_women_amg_wPOP,Population,3.9094136255940746,3.0175458686416237,5.093175667641213,1.6897260950780884e-28,39,0.25579283641240186,0.1963411563346149,0.3313951282040194,TRUE,3.9094136255940746
5579_amg_15+POP,Famille,0.25919099676698654,0.19909922982026954,0.33557798399105815,3.7505503279710923e-28,35,3.85815870332488,2.97993327245999,5.022621136720208,FALSE,3.85815870332488
5579_amg_HH,Famille,0.25919099676698654,0.19909922982026954,0.33557798399105815,3.7505503279710923e-28,42,3.85815870332488,2.97993327245999,5.022621136720208,FALSE,3.85815870332488
90+_amg_POP,Population,0.26352574973125004,0.20259085040988678,0.34099480337506227,1.4446686482057376e-27,7,3.7946955886467424,2.932596010561762,4.936057072551773,FALSE,3.7946955886467424
15+_men_BlueCollar_amg_mPOP,Population,0.26352574973125004,0.20259085040988678,0.34099480337506227,1.4446686482057376e-27,35,3.7946955886467424,2.932596010561762,4.936057072551773,FALSE,3.7946955886467424
2064_amg_POP,Population,3.78155923833808,2.9225402924430193,4.91883427680939,2.5212636841028397e-27,10,0.26444118337796557,0.20330020157716142,0.3421680797988509,TRUE,3.78155923833808
D9_st_Living,Revenus,3.7290354877344862,2.869606362005653,4.87322714962609,4.2297352174785924e-26,3,0.2681658577101752,0.2052028295206242,0.3484798518850057,TRUE,3.7290354877344862
5564_women_Workforce_rate,Emploi,3.7196500267993087,2.8764951484443606,4.835160418002553,9.502028936292056e-27,12,0.26884249668522764,0.20681837075699525,0.3476452934540184,TRUE,3.7196500267993087
ChildFamily_HH,Famille,3.659013086263961,2.8313196782814978,4.753532769040217,3.5231195242774154e-26,7,0.27329773805784635,0.21036985513448125,0.3531921907903249,TRUE,3.659013086263961
Unemployment_Benef,Revenus,3.656263523021236,2.7778775993856106,4.85007072556167,9.993207297183672e-24,17,0.27350326192398794,0.20618256033455953,0.35998706358450505,TRUE,3.656263523021236
BlueCollar_HH,Famille,0.2776517177748805,0.2128023638435171,0.3602986834303596,9.110575444085035e-25,13,3.6016344793904644,2.775475032212504,4.69919592028284,FALSE,3.6016344793904644
15+_IntermediateProf_amg_POP,Population,3.5996090386563986,2.7869815700294907,4.672965928232912,1.2852469051119884e-25,15,0.2778079478245957,0.21399685239694252,0.35881112769232215,TRUE,3.5996090386563986
15+_women_IntermediateProf_amg_wPOP,Population,3.5996090386563986,2.7869815700294907,4.672965928232912,1.2852469051119884e-25,51,0.2778079478245957,0.21399685239694252,0.35881112769232215,TRUE,3.5996090386563986
3044_amg_POP,Population,3.5414044247697483,2.7437915680593736,4.594694460287892,4.61347740784028e-25,3,0.2823738494834622,0.21764232826426994,0.36445917089368385,TRUE,3.5414044247697483
2ry_res,Logement,0.2906029722721394,0.22432117635787185,0.37472315035352727,3.353673439829345e-24,2,3.4411210325252126,2.6686368297676943,4.457893883387297,FALSE,3.4411210325252126
1524_women_Workforce_rate,Emploi,0.2906029722721394,0.22432117635787185,0.37472315035352727,3.353673439829345e-24,10,3.4411210325252126,2.6686368297676943,4.457893883387297,FALSE,3.4411210325252126
Wk_Res_Country-Region,Activite,0.2953236038676403,0.22805317465996602,0.3806163369572148,1.1536763036778033e-23,4,3.386116066930381,2.6273175975428775,4.38494224643454,FALSE,3.386116066930381
5059_Poverty,Revenus,3.3511225167007215,2.4804461074146524,4.562815665930359,3.82936646748808e-17,11,0.29840747242644217,0.21916291895524115,0.4031532864232601,TRUE,3.3511225167007215
HH_Moving_Time_5to9y,Logement,3.3209082335517253,2.578231700054302,4.296795422019485,6.526604520775778e-23,17,0.3011224429199285,0.23273158290836246,0.38786273552487094,TRUE,3.3209082335517253
7589_men_amg_mPOP,Population,0.3048975878763546,0.23577717367955697,0.3925226295625629,1.3019430184266673e-22,25,3.279789804062113,2.5476238175476027,4.241292676444975,FALSE,3.279789804062113
3044_men_amg_mPOP,Population,3.2171059354841813,2.50012192575093,4.158140526019159,7.059252518937432e-22,22,0.31083838084725607,0.24049211269859627,0.39998049283122167,TRUE,3.2171059354841813
1564_Student_amg_NW,Emploi,3.1667419351779844,2.4621449538136813,4.090270031632755,2.2677087007193773e-21,35,0.3157819678614878,0.24448263617471233,0.4061499297395442,TRUE,3.1667419351779844
HH_Moving_Time_lt2y,Logement,3.1173664286803637,2.425084142870186,4.024460939676168,7.172166125279114e-21,15,0.3207835918164159,0.24848048347077903,0.4123568260260278,TRUE,3.1173664286803637
15+_men_IntermediateProf_amg_mPOP,Population,3.1173664286803637,2.425084142870186,4.024460939676168,7.172166125279114e-21,33,0.3207835918164159,0.24848048347077903,0.4123568260260278,TRUE,3.1173664286803637
Pop_BlueCollar_HH,Famille,0.322249187236841,0.24846752880155556,0.41605408231493174,4.9322404221309165e-20,29,3.103188586989477,2.4035336810925725,4.0246707681415925,FALSE,3.103188586989477
Taxable_HH,Revenus,3.0621672457351554,2.3717761930715797,3.9718964945802586,9.718649034961446e-20,5,0.32656609510560003,0.25176889714133344,0.42162494206712875,TRUE,3.0621672457351554
0019_men_amg_mPOP,Population,3.0214776466708297,2.3526999817581578,3.896344830242957,6.848486073073757e-20,27,0.3309638914925732,0.25665079544246727,0.4250435702612223,TRUE,3.0214776466708297
Pop_per_1ry_res,Logement,2.9749149281721228,2.317397070045899,3.834385374768305,2.0679100451790375e-19,30,0.3361440660134877,0.2607979903586049,0.4315186261887324,TRUE,2.9749149281721228
15+_SinglePerson_HH,Famille,2.9749149281721228,2.317397070045899,3.834385374768305,2.0679100451790375e-19,17,0.3361440660134877,0.2607979903586049,0.4315186261887324,TRUE,2.9749149281721228
15+_women_NoDiploma_amg_wWF,Formation,0.34021242353139874,0.2640902833014636,0.43655465374975305,3.8461151781177414e-19,20,2.9393400441407116,2.29066393270711,3.786583843595952,FALSE,2.9393400441407116
0014_amg_POP,Population,2.9292417445714563,2.2830584761453405,3.7734870428781395,6.1491497871859785e-19,1,0.34138527550797915,0.265006872592114,0.43800892988443085,TRUE,2.9292417445714563
